contact_id,sinistre_id,client_id,date_contact,canal,motif_contact,temps_attente_sec,nb_transferts,duree_traitement_min,resolution_premier_contact,escalade,satisfaction_score,nb_contacts_precedents
331,202601780,829,2026-01-16,telephone,piece_manquante,833,3,10,non,oui,1,5
332,202501507,3413,2025-07-29,visite,relance_dossier,164,3,7,oui,oui,3,0
333,202500902,4563,2025-10-18,telephone,demande_avancement,872,2,5,oui,oui,1,5
334,202500254,3106,2026-02-25,telephone,declaration_sinistre,852,1,7,oui,non,3,3
335,202601816,4162,2026-04-15,mail,expertise,474,2,8,oui,oui,2,4
336,202501131,1755,2026-02-03,telephone,declaration_sinistre,161,3,6,oui,non,4,3
337,202601718,4972,2026-04-19,telephone,reclamation_delai,785,3,8,oui,non,1,4
338,202600466,3346,2026-03-06,mail,reclamation_delai,237,3,15,oui,non,3,0
339,202501274,2601,2026-04-13,mail,piece_manquante,260,3,9,non,non,3,2
340,202600033,311,2026-03-11,telephone,piece_manquante,563,2,7,oui,non,3,4
341,202500970,4794,2025-11-13,mail,reclamation_delai,126,3,7,oui,non,3,3
342,202501335,4885,2026-02-10,mail,relance_dossier,638,3,6,oui,non,2,3
343,202500381,1644,2025-08-31,telephone,relance_dossier,324,3,20,oui,oui,2,1
344,202500634,1547,2025-11-15,visite,relance_dossier,745,0,10,oui,non,3,1
345,202600735,23,2026-04-19,telephone,demande_avancement,518,3,8,non,oui,1,0
346,202501164,4417,2026-01-14,telephone,demande_avancement,114,0,15,non,non,4,2
347,202501090,570,2026-01-29,telephone,demande_avancement,683,0,7,oui,non,3,1
348,202501836,1433,2026-01-17,telephone,piece_manquante,428,2,4,non,non,2,0
349,202501982,4781,2025-12-13,mail,contestation_indemnisation,126,0,6,non,oui,2,1
350,202600650,4953,2026-02-08,mail,reclamation_delai,218,1,6,non,oui,2,5
351,202501479,575,2026-01-08,telephone,declaration_sinistre,382,3,8,oui,non,3,1
352,202600609,1600,2026-04-13,telephone,declaration_sinistre,673,0,8,non,oui,1,0
353,202600236,399,2026-04-10,telephone,relance_dossier,431,0,15,non,oui,2,2
354,202500568,4076,2026-01-07,mail,contestation_indemnisation,221,0,3,oui,non,4,5
355,202600467,4091,2026-03-17,telephone,incomprehension_garantie,535,3,7,oui,non,2,5
356,202601667,2825,2026-04-18,telephone,reclamation_delai,680,2,3,oui,non,1,2
357,202600096,2573,2026-03-11,telephone,relance_dossier,627,0,7,non,non,2,3
358,202600596,262,2026-01-11,mail,demande_avancement,871,1,5,oui,non,3,5
359,202600703,482,2026-04-15,telephone,reclamation_delai,460,3,7,oui,non,2,0
360,202601036,3616,2026-04-21,mail,demande_avancement,342,3,10,oui,non,3,3
361,201501796,1145,2016-03-30,telephone,declaration_sinistre,134,2,9,non,oui,2,5
362,202601007,1152,2026-02-27,telephone,demande_avancement,106,1,5,non,oui,3,5
363,202601370,1427,2026-02-20,telephone,piece_manquante,453,2,7,oui,oui,2,4
364,202501148,4532,2025-09-25,telephone,relance_dossier,168,1,4,non,oui,3,5
365,202500232,179,2026-01-28,telephone,demande_avancement,71,3,9,oui,non,4,5
366,202601412,4148,2026-04-14,telephone,incomprehension_garantie,553,2,10,oui,non,2,2
367,202500250,2263,2025-12-14,telephone,demande_avancement,564,3,7,oui,non,3,4
368,202500509,3833,2025-12-04,telephone,relance_dossier,63,0,7,non,oui,3,2
369,202500902,4563,2026-01-31,telephone,declaration_sinistre,384,0,7,oui,non,4,1
370,202600907,4759,2026-02-23,mail,declaration_sinistre,152,3,7,oui,non,4,5
371,202500389,2485,2025-12-22,telephone,declaration_sinistre,600,2,10,oui,oui,2,0
372,202501779,2443,2026-03-03,mail,declaration_sinistre,664,1,8,oui,non,3,4
373,202501205,1479,2025-08-07,telephone,declaration_sinistre,780,3,7,non,oui,1,5
374,202500822,1752,2026-04-18,telephone,demande_avancement,572,3,8,non,oui,1,1
375,202600997,496,2026-04-18,telephone,demande_avancement,415,3,9,oui,oui,2,0
376,202601707,2955,2026-02-14,telephone,demande_avancement,170,0,15,oui,non,5,4
377,202501080,2270,2026-01-25,telephone,declaration_sinistre,569,2,15,non,oui,1,2
378,202601718,4972,2026-04-19,visite,relance_dossier,102,2,5,oui,oui,3,0
379,202601388,4252,2026-04-20,telephone,demande_avancement,666,2,7,oui,non,2,3
380,202101369,3518,2022-02-18,mail,demande_avancement,422,1,5,non,non,3,4
381,202501825,4052,2026-02-20,mail,demande_avancement,552,3,3,oui,non,3,4
382,202600303,4528,2026-04-09,telephone,declaration_sinistre,462,2,5,non,oui,1,2
383,202600619,2086,2026-04-03,telephone,contestation_indemnisation,285,1,4,non,oui,2,2
384,202600199,1620,2026-04-20,mail,demande_avancement,857,1,20,oui,non,3,4
385,202500387,887,2026-02-23,visite,piece_manquante,452,1,9,oui,non,4,4
386,202501737,4737,2025-08-02,mail,expertise,672,1,10,non,oui,1,1
387,202600195,3010,2026-02-22,telephone,relance_dossier,556,3,4,non,oui,1,4
388,202601937,491,2026-03-24,telephone,relance_dossier,285,3,30,oui,oui,3,4
389,202600726,4262,2026-04-17,telephone,expertise,423,0,6,non,oui,2,3
390,202400849,391,2025-01-01,telephone,declaration_sinistre,64,2,10,non,non,3,1
391,202600159,4004,2026-03-17,telephone,demande_avancement,751,2,7,oui,non,2,1
392,202500634,1547,2025-08-21,telephone,declaration_sinistre,410,0,3,oui,non,4,1
393,202500384,864,2025-07-20,visite,demande_avancement,130,3,9,non,oui,2,1
394,202600276,3254,2026-04-16,telephone,demande_avancement,196,0,6,oui,non,5,5
395,202101020,1101,2022-03-18,telephone,demande_avancement,601,1,3,oui,non,3,2
396,202500564,4881,2025-10-26,telephone,reclamation_delai,823,1,6,oui,oui,1,2
397,202501662,2847,2026-01-11,telephone,incomprehension_garantie,370,3,5,oui,non,2,3
398,202501947,3042,2026-02-23,mail,contestation_indemnisation,391,1,20,non,non,2,4
399,202500487,797,2026-03-17,visite,demande_avancement,642,1,20,oui,non,3,3
400,202601561,2383,2026-04-07,mail,demande_avancement,238,1,4,oui,oui,4,3
401,202501157,73,2026-03-13,visite,declaration_sinistre,389,2,7,oui,non,3,1
402,202501182,4175,2026-03-31,mail,relance_dossier,169,1,4,oui,non,5,0
403,202600652,4747,2026-04-02,telephone,piece_manquante,562,3,7,oui,non,3,5
404,202500960,1582,2026-01-08,telephone,relance_dossier,864,1,6,non,non,2,4
405,202601666,3931,2026-04-18,mail,reclamation_delai,284,2,6,non,oui,1,4
406,202600090,3127,2026-03-19,telephone,declaration_sinistre,8,0,4,non,non,4,1
407,202601885,1709,2026-03-25,mail,demande_avancement,576,1,9,non,non,3,5
408,202601074,1119,2026-03-10,telephone,demande_avancement,534,0,9,oui,non,4,3
409,202600490,1517,2026-04-16,telephone,piece_manquante,557,1,8,oui,non,4,1
410,202500553,2692,2025-11-24,telephone,demande_avancement,699,1,1,oui,non,3,0
411,202501604,1447,2026-03-28,mail,reclamation_delai,471,0,7,non,non,2,3
412,202501053,67,2026-02-02,telephone,relance_dossier,286,2,8,oui,oui,3,3
413,202600997,496,2026-04-19,mail,relance_dossier,801,2,6,oui,oui,1,4
414,202500269,1930,2025-09-29,telephone,demande_avancement,348,3,6,non,non,2,2
415,202600224,1044,2026-03-23,telephone,demande_avancement,572,2,6,oui,oui,2,2
416,202601244,510,2026-04-02,telephone,relance_dossier,809,3,8,oui,non,2,0
417,202501638,4519,2025-11-11,visite,reclamation_delai,396,2,8,non,oui,1,1
418,202501353,2192,2025-11-09,telephone,relance_dossier,490,1,25,oui,non,4,2
419,202501541,224,2025-10-10,mail,demande_avancement,236,0,7,non,non,4,2
420,202500902,4563,2025-11-08,mail,relance_dossier,580,3,15,non,oui,1,1
421,202601257,4710,2026-04-20,visite,declaration_sinistre,646,0,9,oui,non,3,0
422,202500640,2734,2025-06-17,telephone,expertise,237,3,20,oui,oui,3,2
423,202501240,1609,2026-01-28,mail,declaration_sinistre,864,2,7,oui,non,2,3
424,202601706,4539,2026-03-10,telephone,reclamation_delai,39,3,20,non,non,2,0
425,202500313,2089,2025-08-26,telephone,declaration_sinistre,862,3,8,non,oui,1,2
426,202500618,3352,2026-03-21,mail,expertise,562,3,7,oui,oui,2,2
427,202501162,4581,2025-12-14,mail,declaration_sinistre,860,2,7,oui,non,2,5
428,202600454,2974,2026-03-24,telephone,expertise,657,1,7,non,oui,1,4
429,202601049,365,2026-04-11,visite,relance_dossier,483,3,8,non,oui,1,5
430,202501793,1402,2025-10-28,mail,contestation_indemnisation,802,2,3,non,oui,1,1
431,202501825,4052,2026-01-10,visite,relance_dossier,690,2,6,oui,oui,1,1
432,202500116,2863,2025-12-05,mail,piece_manquante,282,0,7,non,non,4,0
433,202501269,4067,2026-04-15,mail,demande_avancement,395,1,4,non,non,3,2
434,202501646,3835,2025-08-07,telephone,expertise,364,0,4,non,oui,2,1
435,202500923,3502,2025-12-13,telephone,relance_dossier,130,1,6,oui,non,5,1
436,202600940,4821,2026-03-03,mail,declaration_sinistre,738,0,15,oui,non,3,2
437,202501727,2644,2026-04-20,telephone,declaration_sinistre,685,2,1,oui,non,2,0
438,202500258,2207,2026-03-19,mail,declaration_sinistre,42,1,7,oui,non,5,3
439,202501362,3977,2025-12-20,mail,relance_dossier,668,0,9,oui,oui,2,2
440,202001829,306,2021-02-19,mail,declaration_sinistre,452,2,8,non,oui,1,2
441,202600751,4803,2026-02-09,telephone,relance_dossier,373,0,8,non,non,3,3
442,202500252,2277,2026-04-03,telephone,demande_avancement,192,1,7,oui,oui,4,4
443,202500067,2745,2026-03-03,mail,relance_dossier,300,1,8,oui,non,5,2
444,202501176,3996,2025-11-02,visite,demande_avancement,251,3,9,oui,oui,3,3
445,202600975,573,2026-02-17,telephone,demande_avancement,335,1,7,oui,non,4,1
446,202500929,2652,2026-04-05,telephone,contestation_indemnisation,518,2,8,non,oui,1,4
447,202500918,4172,2026-04-19,mail,declaration_sinistre,517,1,10,non,non,3,5
448,202501479,575,2026-02-02,telephone,demande_avancement,784,0,15,non,oui,1,3
449,202501101,2788,2026-02-25,mail,piece_manquante,529,0,9,oui,oui,3,2
450,202501323,4129,2025-10-11,telephone,declaration_sinistre,522,0,9,oui,non,4,5
451,202600469,2658,2026-03-06,telephone,relance_dossier,885,3,5,non,oui,1,3
452,202500960,1582,2026-03-26,telephone,incomprehension_garantie,817,3,15,oui,oui,1,1
453,202500475,1493,2026-04-06,telephone,incomprehension_garantie,844,1,5,non,non,1,2
454,202501335,4885,2026-02-08,telephone,demande_avancement,118,3,9,non,oui,2,2
455,202501032,361,2026-03-16,mail,relance_dossier,800,2,8,non,oui,1,3
456,202501530,1092,2026-02-08,telephone,relance_dossier,50,3,1,oui,oui,3,2
457,202500067,2745,2025-12-14,telephone,declaration_sinistre,255,2,7,oui,oui,3,2
458,202600090,3127,2026-04-13,telephone,demande_avancement,695,1,6,oui,non,3,4
459,202601795,3990,2026-04-16,mail,declaration_sinistre,471,2,6,non,oui,1,0
460,202501248,4751,2025-10-11,mail,contestation_indemnisation,628,0,9,oui,non,2,3
461,202501966,803,2026-04-01,mail,declaration_sinistre,714,3,6,oui,oui,1,1
462,202500330,226,2026-01-17,mail,relance_dossier,63,2,7,non,non,3,2
463,202501337,3122,2026-04-14,telephone,contestation_indemnisation,574,3,9,oui,non,2,5
464,202501777,4906,2026-01-31,telephone,expertise,675,3,7,oui,oui,1,2
465,202600958,4588,2026-04-20,mail,demande_avancement,444,1,6,oui,non,4,2
466,202500804,2583,2026-01-03,mail,demande_avancement,154,1,3,oui,non,5,4
467,202500145,1149,2026-03-14,telephone,declaration_sinistre,142,2,10,oui,non,4,3
468,202501746,978,2025-12-04,telephone,incomprehension_garantie,804,3,9,non,non,1,3
469,202501797,4978,2025-09-11,telephone,demande_avancement,780,1,1,non,non,2,4
470,202501733,4435,2026-03-29,mail,incomprehension_garantie,893,1,10,oui,non,2,0
471,202500163,3242,2026-03-15,telephone,declaration_sinistre,740,1,10,non,oui,1,2
472,202600426,2974,2026-04-06,telephone,reclamation_delai,247,1,8,oui,non,4,3
473,202500010,1565,2026-01-30,visite,piece_manquante,447,1,10,oui,oui,3,1
474,202601771,4945,2026-03-24,mail,reclamation_delai,423,1,9,non,non,2,5
475,202501166,3358,2026-01-15,mail,demande_avancement,382,2,8,oui,oui,2,1
476,202500055,1093,2025-12-30,mail,relance_dossier,188,3,25,non,oui,2,4
477,202600948,3709,2026-04-16,mail,incomprehension_garantie,609,2,10,non,oui,1,1
478,202501032,361,2025-06-12,visite,demande_avancement,801,1,15,non,oui,1,2
479,202501794,2623,2025-11-16,mail,piece_manquante,245,2,7,oui,oui,3,3
480,202500757,3723,2025-12-04,telephone,relance_dossier,659,3,7,non,oui,1,5
481,202501971,3027,2025-08-23,mail,piece_manquante,825,0,10,oui,non,3,0
482,202600466,3346,2026-04-14,mail,relance_dossier,77,2,6,oui,non,4,1
483,202501944,4211,2026-02-19,telephone,relance_dossier,754,0,7,non,oui,1,2
484,202501387,4262,2026-03-01,mail,relance_dossier,881,1,8,non,non,2,2
485,202500004,1356,2026-01-24,telephone,relance_dossier,680,0,3,non,oui,1,3
486,202600467,4091,2026-04-07,telephone,expertise,284,2,10,oui,non,4,2
487,202501210,4612,2025-09-28,mail,incomprehension_garantie,506,0,6,non,non,2,1
488,202600479,2025,2026-04-20,telephone,contestation_indemnisation,329,3,6,oui,oui,1,1
489,202600913,3340,2026-04-05,mail,declaration_sinistre,450,1,6,oui,non,4,0
490,202501978,2831,2026-03-20,mail,reclamation_delai,430,2,5,oui,non,2,5
491,202500124,3564,2025-11-08,mail,relance_dossier,450,0,5,oui,non,4,3
492,202501348,3331,2026-01-16,telephone,demande_avancement,342,0,8,non,non,3,3
493,202500167,3605,2026-02-07,mail,relance_dossier,810,2,8,non,oui,1,0
494,202501328,1209,2026-01-07,mail,relance_dossier,856,0,8,non,oui,1,2
495,202601603,492,2026-04-17,telephone,contestation_indemnisation,255,1,25,non,non,3,1
496,202501158,334,2025-06-14,mail,relance_dossier,592,1,10,oui,oui,3,0
497,202501541,224,2026-04-04,mail,piece_manquante,201,1,9,oui,non,5,5
498,202501264,251,2026-01-18,mail,piece_manquante,780,1,8,non,oui,1,3
499,202100094,4222,2021-09-28,telephone,expertise,601,3,3,oui,oui,1,3
500,202500055,1093,2026-02-08,telephone,declaration_sinistre,686,2,20,oui,oui,1,3
501,202500414,1054,2026-03-20,telephone,piece_manquante,755,2,8,non,oui,1,2
502,202500258,2207,2026-04-02,mail,demande_avancement,664,0,7,non,oui,1,0
503,202500308,3106,2026-03-07,mail,contestation_indemnisation,834,0,7,oui,non,2,0
504,202500902,4563,2025-12-11,mail,demande_avancement,727,2,15,non,oui,1,4
505,202601784,3576,2026-04-10,mail,demande_avancement,831,2,7,oui,non,2,3
506,202601749,838,2026-04-17,mail,relance_dossier,187,1,5,oui,non,5,0
507,202601294,644,2026-03-15,mail,piece_manquante,891,1,9,oui,non,3,0
508,202500579,2421,2026-02-19,mail,declaration_sinistre,897,2,8,oui,non,2,4
509,202500727,3533,2025-11-24,telephone,expertise,528,3,10,oui,non,3,0
510,202600426,2974,2026-04-21,mail,piece_manquante,631,1,5,oui,non,3,3
511,202501973,1009,2025-11-11,telephone,contestation_indemnisation,657,2,20,oui,oui,1,0
512,202600322,2755,2026-02-17,mail,demande_avancement,819,3,15,oui,oui,1,4
513,202501794,2623,2026-02-22,visite,piece_manquante,0,3,7,oui,oui,3,0
514,202500028,4495,2025-08-28,mail,demande_avancement,297,0,5,oui,non,5,3
515,202500902,4563,2026-01-02,telephone,demande_avancement,87,0,6,non,oui,3,0
516,202501857,2288,2025-03-24,telephone,piece_manquante,685,3,7,oui,oui,1,1
517,201501568,1457,2016-06-23,visite,declaration_sinistre,670,0,5,non,non,2,3
518,202601453,477,2026-04-20,telephone,relance_dossier,92,0,7,non,non,4,3
519,202501013,1897,2026-01-10,telephone,expertise,106,0,5,non,non,4,1
520,202501587,4214,2025-09-04,mail,demande_avancement,740,1,4,non,oui,1,2
521,202501530,1092,2026-01-05,mail,expertise,513,0,6,non,oui,2,3
522,202501208,4838,2026-04-13,mail,relance_dossier,454,1,5,oui,non,4,1
523,202601935,3145,2026-04-07,telephone,declaration_sinistre,587,2,20,oui,non,3,0
524,202501470,1303,2026-01-16,telephone,expertise,605,1,4,oui,non,3,4
525,202500232,179,2026-01-28,mail,relance_dossier,67,2,9,oui,non,4,2
526,202500684,3051,2026-02-14,telephone,piece_manquante,326,0,5,non,non,3,4
527,202501793,1402,2026-03-07,telephone,demande_avancement,607,3,8,oui,non,2,0
528,202601593,3355,2026-03-24,mail,reclamation_delai,18,2,25,oui,non,3,2
529,202500002,2173,2026-01-07,mail,piece_manquante,191,3,3,oui,oui,3,0
530,202601663,254,2026-04-15,telephone,relance_dossier,629,1,7,oui,non,3,0
531,202600040,3344,2026-02-26,mail,relance_dossier,507,2,9,non,oui,1,3
532,202600724,3033,2026-03-06,mail,demande_avancement,727,3,6,oui,non,2,5
533,202500564,4881,2025-08-21,mail,expertise,873,1,5,oui,non,3,0
534,202601074,1119,2026-03-14,mail,relance_dossier,827,3,8,oui,non,2,4
535,202600478,1801,2026-03-20,mail,reclamation_delai,324,1,9,oui,non,3,1
536,202501769,4645,2026-02-09,telephone,relance_dossier,680,3,7,non,oui,1,4
537,202501604,1447,2026-04-13,visite,relance_dossier,70,1,7,non,oui,3,2
538,202601636,2820,2026-03-22,telephone,demande_avancement,187,1,15,oui,non,5,1
539,202500528,2444,2026-04-09,visite,demande_avancement,801,2,6,non,oui,1,3
540,202500475,1493,2025-11-23,telephone,relance_dossier,336,0,5,oui,non,4,0
541,202500557,4116,2025-11-23,telephone,declaration_sinistre,821,0,6,oui,non,3,4
542,202601107,4211,2026-04-15,mail,contestation_indemnisation,468,0,7,non,non,2,1
543,202500822,1752,2026-03-11,mail,incomprehension_garantie,72,3,7,non,non,2,0
544,202501972,3225,2026-03-22,telephone,demande_avancement,6,1,6,non,oui,3,3
545,202500308,3106,2025-11-02,telephone,declaration_sinistre,134,0,8,oui,non,5,4
546,202601816,4162,2026-04-18,mail,demande_avancement,3,3,10,non,oui,2,0
547,202601301,3661,2026-04-14,telephone,declaration_sinistre,558,2,2,oui,non,3,2
548,202500116,2863,2025-11-18,telephone,declaration_sinistre,463,2,8,oui,oui,2,1
549,202600841,658,2026-04-09,mail,expertise,529,0,3,oui,non,4,3
550,202401781,1252,2025-02-16,mail,relance_dossier,539,3,6,oui,non,3,5
551,202601553,3331,2026-04-08,telephone,relance_dossier,687,2,5,non,oui,1,2
552,202500154,2299,2025-10-15,mail,declaration_sinistre,850,3,4,non,oui,1,5
553,202501208,4838,2026-01-12,visite,declaration_sinistre,500,0,6,oui,non,4,2
554,202601890,1259,2026-02-06,mail,piece_manquante,476,3,8,oui,non,3,2
555,202600129,3586,2026-03-23,telephone,demande_avancement,80,0,7,non,non,4,5
556,202500111,2115,2026-03-10,mail,demande_avancement,400,3,6,non,oui,1,1
557,202601667,2825,2026-04-15,mail,declaration_sinistre,587,0,6,oui,non,4,1
558,202501267,1330,2026-02-07,telephone,demande_avancement,676,3,7,oui,oui,1,3
559,202601570,1386,2026-04-08,mail,contestation_indemnisation,162,2,9,non,non,2,3
560,202500381,1644,2025-11-26,mail,demande_avancement,812,1,2,oui,non,3,3
561,202600782,3050,2026-04-19,telephone,contestation_indemnisation,630,2,8,oui,non,1,4
562,202601866,2116,2026-03-11,telephone,declaration_sinistre,551,2,6,non,oui,1,2
563,202501665,3588,2026-02-17,telephone,piece_manquante,434,2,4,non,oui,1,5
564,202600147,2721,2026-03-17,telephone,relance_dossier,19,3,7,oui,oui,3,1
565,202500330,226,2026-01-17,mail,relance_dossier,240,0,9,non,oui,3,1
566,202500833,407,2025-11-03,mail,declaration_sinistre,436,1,10,oui,non,4,4
567,202501886,3963,2026-04-12,telephone,relance_dossier,219,2,5,non,oui,2,0
568,202600596,262,2026-04-01,mail,piece_manquante,439,2,6,oui,oui,2,2
569,202600377,2614,2026-03-16,mail,demande_avancement,297,2,6,oui,non,4,4
570,202501164,4417,2025-12-25,mail,piece_manquante,587,1,6,non,oui,2,1
571,202500290,4387,2026-04-05,telephone,piece_manquante,572,0,9,oui,non,4,0
572,202500873,4847,2025-11-05,telephone,declaration_sinistre,467,1,8,oui,non,4,2
573,202501080,2270,2025-12-31,telephone,relance_dossier,110,0,25,oui,non,5,3
574,202601412,4148,2026-04-10,telephone,relance_dossier,841,3,7,oui,oui,1,3
575,202501701,1654,2025-11-23,mail,declaration_sinistre,530,2,20,oui,non,3,0
576,202501323,4129,2025-11-26,mail,declaration_sinistre,377,2,10,oui,non,3,0
577,202501701,1654,2026-01-20,telephone,demande_avancement,313,2,7,non,non,2,2
578,202600768,1553,2026-02-13,mail,demande_avancement,720,3,10,oui,oui,1,1
579,202601181,4663,2026-03-17,telephone,declaration_sinistre,588,0,7,non,non,3,5
580,202500254,3106,2026-02-04,telephone,demande_avancement,316,1,6,oui,non,4,5
581,202601912,2846,2026-02-28,mail,demande_avancement,267,1,10,oui,non,5,3
582,202500691,3274,2026-02-11,mail,demande_avancement,285,3,10,non,oui,2,4
583,202401142,3774,2025-04-10,telephone,expertise,342,0,8,oui,oui,3,1
584,202600426,2974,2026-04-13,telephone,incomprehension_garantie,506,2,8,non,oui,1,5
585,202500487,797,2025-10-14,telephone,demande_avancement,669,2,1,non,oui,1,0
586,202500906,2511,2025-11-08,mail,declaration_sinistre,430,0,20,non,oui,2,3
587,202601657,1206,2026-03-20,telephone,relance_dossier,525,1,3,oui,non,4,4
588,202500739,2687,2026-03-29,mail,declaration_sinistre,844,3,10,non,oui,1,2
589,202501282,921,2026-01-21,mail,contestation_indemnisation,832,2,30,non,oui,1,1
